Sentence,Presidential_Candidate,State,Vote_1,Vote_2,Final_Sent
"If the consequences is Trump presidency, so be it.",Donald Trump,Michigan,0,0,0
Trump is seizing that opportunity by actively courting a community he once pushed away.,Donald Trump,Michigan,1,1,1
Donald J. Trump is calling for a total and complete shutdown of Muslims entering the United States.,Donald Trump,Michigan,-1,-1,-1
He's having some success.,Donald Trump,Michigan,1,1,1
The mayor of Michigan's Muslim-majority city of Hamtramck has endorsed him.,Donald Trump,Michigan,1,1,1
"Local activist Samra Lickman is so angry at the Democrats, she's strategically throwing her support behind Trump.",Donald Trump,Michigan,1,-1,1
"What's your gut check on who Michiganders are about to elect: you know, I think President Trump will ultimately prevail in Michigan.",Donald Trump,Michigan,1,0,1
"I've also seen other polling that has President Trump with the small lead, some that shows the vice president with a small lead.",Donald Trump,Michigan,0,0,0
"But I think if you add up altogether, we're in a dead heat here in Michigan, I would give the benefit of the doubt then to President Trump to close these final days.",Donald Trump,Michigan,1,-1,1
"Effectively, that's the win, assuming all else, but if Donald Trump were to win those three states, his path gets a lot easier because then all he has to do, for example, is win North Carolina, which he did, which he did last time.",Donald Trump,Michigan,1,1,1
The chance that Donald Trump wins the election if he wins in Michigan is north of 90%.,Donald Trump,Michigan,1,1,1
"Robert F. Kennedy, Jr. remains on the ballot, and his presence there may be putting some downward pressure on Trump's numbers there.",Donald Trump,Michigan,-1,-1,-1
"Trump is up 12 with men, and then interestingly, this is Donald Trump's base, Dan, as you know, white, non-college educated voters.",Donald Trump,Michigan,1,1,1
"But Michigan has been pretty difficult, might I say, for Donald Trump to win and that does make a difference in how you see a pathway forward for the Republican party in this election.",Donald Trump,Michigan,0,1,0
"Donald Trump maintained a two point lead across the state, but pretty much consistently Donald Trump had the upper hand in the state of Michigan.",Donald Trump,Michigan,1,1,1
"But across the rest, Detroit Free Press says that Donald Trump leads by seven.",Donald Trump,Michigan,1,1,1
Trafalgar said Trump leads by two.,Donald Trump,Michigan,1,0,1
Emerson said Trump led by three.,Donald Trump,Michigan,1,0,1
"Right, the Times, M.R.G., Remington Research, all of them said Donald Trump took the advantage.",Donald Trump,Michigan,1,1,1
Some firms say Donald Trump leads.,Donald Trump,Michigan,1,0,1
"And when you take a look at the 538 forecast, which gives Donald Trump the upper hand on the presidential forecast, 53 to 46.",Donald Trump,Michigan,1,1,1
"Good advantage for Donald Trump nationally, but in Michigan, he does not have that advantage.",Donald Trump,Michigan,-1,1,-1
"And so if it was to move anywhere that was not, it would make sense that it's well within the margin of error should Donald Trump win it.",Donald Trump,Michigan,0,1,0
"But chances are if he's winning Nevada, given the polling data around the state, given what we've been seeing, if Nevada goes, so does Michigan.",Donald Trump,Michigan,0,1,0
"I could see a circumstance in which Donald Trump wins the rest of the swing states, loses Michigan, I will say two.",Donald Trump,Michigan,-1,1,-1
Do I think that Donald Trump could win it today: the answer is yes.,Donald Trump,Michigan,1,1,1
"And yeah, so it's not that surprising that Trump would be leading in a few polls in the state of Michigan.",Donald Trump,Michigan,1,1,1
"So yeah, yeah, this is concerning, yeah, Michigan is important, it is hard to imagine Michigan going to Trump in some sense, in the sense that, you know, I'm from Michigan.",Donald Trump,Michigan,-1,1,-1
I know that Trump was disastrous for the state of Michigan.,Donald Trump,Michigan,-1,-1,-1
He was a big outsourcer of jobs.,Donald Trump,Michigan,-1,0,0
"We lost 200,000 manufacturing jobs under Trump.",Donald Trump,Michigan,-1,-1,-1
"But yeah, I mean, Donald Trump is incredibly ignorant when it comes to manufacturing.",Donald Trump,Michigan,-1,-1,-1
"How will he figure it out: we won't tell you yet, but there was there wasn't a war before there is now vote for him and do not to go back over the last topic.",Donald Trump,Michigan,1,1,1
He thinks that the value of your work is essentially meaningless.,Donald Trump,Michigan,-1,-1,-1
"Some Michigan voters have been hesitant with the Biden administration's response to the Israel-Hamas war, and Trump is honing in on that.",Donald Trump,Michigan,1,-1,1
"Trump visited Hamtramik, a Detroit suburb, and got an endorsement from their Yemen board mayor, Amer Ghalet.",Donald Trump,Michigan,1,1,1
"Here, Rogers pointed out the support Trump is getting from within Teamsters.",Donald Trump,Michigan,1,1,1
"Yeah, it's going to be really interesting to watch how that works, and Alex, we've seen both the Senate and the presidential candidates visiting off, and Donald Trump was in Detroit last week and actually had some negative things to say about Detroit.",Donald Trump,Michigan,-1,1,-1
Trump wasn't the nicest to Detroit a couple weeks ago.,Donald Trump,Michigan,-1,-1,-1
"Statements like that, not going to help out Trump.",Donald Trump,Michigan,-1,-1,-1
"But, you know, Trump has his own strategies and they've worked for him before.",Donald Trump,Michigan,1,0,1
Some people don't support him because of things that he did during his presidency.,Donald Trump,Michigan,-1,-1,-1
And I can share with you he has got a tremendous support from the Muslim community.,Donald Trump,Michigan,1,1,1
"When Donald Trump on January 6th mentioned Antrim County, it was horrifying.",Donald Trump,Michigan,-1,-1,-1
The systemic voter fraud that Donald Trump talks about doesn't exist.,Donald Trump,Michigan,-1,-1,-1
"On election night in 2020, in Detroit, hundreds of people believed the election was being stolen from Trump.",Donald Trump,Michigan,1,-1,-1
Only 33 percent of Michiganders believe Donald Trump deserves to be returned to office.,Donald Trump,Michigan,-1,0,-1
"Another 10 percent mention his mental state, Donald Trump's high unfavorability rating runs close to 50 percent.",Donald Trump,Michigan,-1,0,-1
Donald Trump is going to get the number he gets.,Donald Trump,Michigan,1,1,1
"Well, Michigan is still too close to call technically as of taping, but it's all but certainly going to go into Donald Trump's victory column.",Donald Trump,Michigan,1,1,1
"But as election day creeped closer, it looked like Michigan was potentially going to be in play for the Trump campaign.",Donald Trump,Michigan,1,1,1
"Now, I was not so bullish that I thought he would potentially sweep the swing states, but certainly I thought Michigan and Wisconsin were on the table, and it looks like Michigan is probably going to break for Trump at this point.",Donald Trump,Michigan,1,1,1
You see Trump winning Latinos in Michigan by 25 points.,Donald Trump,Michigan,1,1,1
Trump increases vote share with these groups basically by 100%.,Donald Trump,Michigan,1,1,1
He gets chosen by people within the Vatican.,Donald Trump,Michigan,1,0,1
They're voting for him for president.,Donald Trump,Michigan,1,0,1
And the people there were super excited to see him.,Donald Trump,Michigan,1,1,1
"And when I've gone to past Trump rallies, it's all baby boomers, right: it's all older people.",Donald Trump,Michigan,0,0,0
There were a lot of women with the hot girls for Trump hats on.,Donald Trump,Michigan,1,0,1
"And so when I saw these these exit polls come out showing Trump winning the youth vote in Michigan, I wasn't totally surprised.",Donald Trump,Michigan,1,1,1
And we see Dearborn actually breaking for Donald Trump.,Donald Trump,Michigan,1,0,1
He had the Arab American mayor of Hamtramck endorse him at his rally the other night.,Donald Trump,Michigan,1,1,1
"Now, on top of this as well, we all know Trump is endorsing people that are going to continue to push his big lie and continue to say the things we've stolen from him and hopefully replace people like the Secretary of State in Michigan that can certify the reality of these elections.",Donald Trump,Michigan,-1,-1,-1
"Yeah, so if you want to be endorsed by Donald Trump, just declare you're a public lunatic and she'll be like, great, and say I will lie for you no matter what, whatever heinous plot you're concocting and I hate democracy.",Donald Trump,Michigan,-1,-1,-1
"But why did they get the idea that of all people kill, murder, execute their own vice president: because Trump kept saying, Mike Pence could make all the difference and he's choosing not to.",Donald Trump,Michigan,-1,-1,-1
"They had the zip ties, they were all ready and they chanted, hang my pants, hang my pants, and Trump, to this day, says they were patriots.",Donald Trump,Michigan,-1,1,-1
"What does that tell us about who he's trying to motivate: yeah, he's trying to get the the core Republican base of Oakland County that to get them out and get them to vote early.",Donald Trump,Michigan,0,1,0
"I mean he went into Flint, Vehicle City, the birthplace of General Motors and made this message about a month ago.",Donald Trump,Michigan,0,0,0
He's continued to talk about it and really rail against electric vehicles and come what he is trying to basically counter and say hey look we want to compete with China.,Donald Trump,Michigan,0,1,0
And just yesterday the mayor of Dearborn came out and said he can't vote for either one of them.,Donald Trump,Michigan,-1,0,-1
