Sentences,Presidential_Candidate,State,Vote_1,Vote_2,Final_Sent
"To quote the former president, during the conversation, he told me the election was rigged and that I won Arizona, unquote.",Donald Trump,Arizona,-1,1,-1
"Now, the most recent polling from Fox News shows an uptick for Donald Trump.",Donald Trump,Arizona,1,0,1
"Ladies and gentlemen, they want to ban Trump in Arizona, not just Colorado, in Arizona, blue states throughout the country, states that he has to win, and we can go down the list.",Donald Trump,Arizona,-1,-1,-1
"They want to ban Trump in Michigan, Oregon, New Jersey, Wisconsin, Alaska, Arizona, Nevada, New York, New Mexico, South Carolina, which is bizarre, Texas, another that's weird, Vermont, Virginia, West Virginia, and Wyoming.",Donald Trump,Arizona,0,-1,-1
"Okay, they weren't supporters of Trump.",Donald Trump,Arizona,-1,-1,-1
He's up to like three and a half.,Donald Trump,Arizona,1,1,1
"He's going to be up four points, 5.6 points soon.",Donald Trump,Arizona,1,0,1
"If 91 charges, he's still up.",Donald Trump,Arizona,1,1,1
How can you have 91 criminal charges and still beat the sitting democratic president: because everyone knows they're just simply going after Trump because they want to attain political power.,Donald Trump,Arizona,1,-1,1
Donald Trump and his loyalists in the Republican Party are as laser-focused as they ever have been on subverting future elections to regain power as they demonstrated yet again at another deranged rally in Arizona over the weekend.,Donald Trump,Arizona,1,1,1
"It's now been over a year since Trump unleashed a violent mob on the Capitol with rioters who waved, among other things, Confederate flags.",Donald Trump,Arizona,-1,-1,-1
"And we know that not only did Trump sick that mob on the Capitol, he gleefully watched them on TV as they tried to overthrow democracy.",Donald Trump,Arizona,-1,-1,-1
"And he refused to do anything about it, as even his closest allies privately pleaded with his chief of staff to put a stop to the riot.",Donald Trump,Arizona,-1,-1,-1
"It's also remarkable how Trump has driven everyone so insane, they're becoming more and more like their fictional characters.",Donald Trump,Arizona,-1,-1,-1
We have to protect it from Donald Trump.,Donald Trump,Arizona,1,-1,-1
"But as we've learned throughout the entirety of the Trump era, it's very possible to be both dumb and dangerous at the same time.",Donald Trump,Arizona,1,-1,-1
The coup attempt Trump and his gang of authoritarian dopes started shortly after the November 2020 election is ongoing.,Donald Trump,Arizona,-1,0,-1
Opinion Donald Trump might have Taylor Swift kicked his chance to win Arizona.,Donald Trump,Arizona,-1,-1,-1
"If true, it means Trump and his childish response might have delivered a Taylor Swift kick to his chances of carrying Arizona in November.",Donald Trump,Arizona,-1,1,-1
Trump was first at 38%.,Donald Trump,Arizona,1,0,0
A lot of young people are super amped up for President Trump.,Donald Trump,Arizona,1,1,1
"And you know, we were super fortunate to have RFK out here a couple of weeks ago where he formally endorsed President Trump.",Donald Trump,Arizona,-1,1,1
"And at the end of the day, you know, the Trump campaign and everybody out here is just remaining focused on the goal, which is to get President Trump elected.",Donald Trump,Arizona,1,1,1
"And one of the things that I point out, Phil, is that his campaign has actually rolled out policy today, specific immigration policy today.",Donald Trump,Arizona,1,0,0
"But a senior Trump advisor talked about how, you know, if elected president, he will plan to hire 10,000 new Border Patrol agents.",Donald Trump,Arizona,1,0,0
"And, you know, again, we're a number of minutes now into this speech and we're hearing much of the same rhetoric that we've heard from Trump rallies all over.",Donald Trump,Arizona,1,0,0
"There a lot of them are going to go to the polls this year day of, although Trump still is going to win day of vote.",Donald Trump,Arizona,1,1,1
"Trump sitting plus six in Arizona and you have to wonder, man, if we get a few more polls out of Arizona and maybe even Georgia, but the Democrats really want to win Georgia.",Donald Trump,Arizona,-1,1,1
"But Arizona right now, it is trending to Trump and you would have to think, I mean, there's been some really bad.",Donald Trump,Arizona,1,1,1
"But if Trump can carry Arizona by five and a half, I think Kerry Lake will probably win.",Donald Trump,Arizona,1,1,1
"But as long as Trump keeps this close, I'm really not worried about that.",Donald Trump,Arizona,1,1,1
"And really, this is Trump signaling that he I mean, he has he's you know, he can talk to Putin.",Donald Trump,Arizona,1,0,1
He can talk to Zelensky.,Donald Trump,Arizona,1,0,1
"Well, then why is he meeting with Trump: i think Zelensky knows that Trump is very likely going to win.",Donald Trump,Arizona,-1,1,1
"Arizona looks amazing, i would say Georgia, the last five or six polls, even real clear politics, they've got Trump up in like all the last five or six polls by three and a half points.",Donald Trump,Arizona,0,1,1
"We all know that right now, some diehard Trump supporters are auditing the ballots from, uh, Maricopa County in the state of Arizona.",Donald Trump,Arizona,0,1,0
"We also know that this thing is a total farce and they know that Donald Trump lost and we know that they know this because one, there's already been other audits to, there's been recounts and three, there's been other analyses that have been conducted on those ballots from Maricopa County, as well as a couple other counties.",Donald Trump,Arizona,1,-1,-1
"And Mr. White concluded based on his analysis, especially given the fact that Donald Trump lost Arizona by a little under 11,000 votes that these 75,000 individuals who just didn't vote for Donald Trump, but voted for the rest of the Republican party.",Donald Trump,Arizona,-1,1,-1
"Mr. White says, yes, it's very clear that this is why Donald Trump lost the state of Arizona because obviously you lose by 11,000, but you got 75,000 that didn't vote for you.",Donald Trump,Arizona,-1,1,-1
It's only going to embarrass Donald Trump more.,Donald Trump,Arizona,1,-1,-1
"We've seen these analyses now, the voters rejected Donald Trump.",Donald Trump,Arizona,1,-1,-1
"I will never be a Republican, but if I were her, I might look at this data and then think twice about hitching my wagon to Donald Trump.",Donald Trump,Arizona,-1,0,-1
No doubt that that is the very clear policy of Donald Trump.,Donald Trump,Arizona,1,0,0
"And yet again, one more time Republicans refused to see that bill through because Trump told them that it would be better for them not to solve the issue that they're paid for by the American people to solve.",Donald Trump,Arizona,-1,-1,-1
"But the only thing that we hear from Donald Trump and Republicans is get them out, is mass deportation, is vilifying immigrants for their own political gain.",Donald Trump,Arizona,-1,-1,-1
"They are aware that with Trump as president, small businesses will prosper in Arizona.",Donald Trump,Arizona,1,1,1
"There seem to be confident that with Trump as their president, there will be tight immigration policies, which will result into a sharp decline of the crime rate and more jobs for the Arizona Arizonans.",Donald Trump,Arizona,1,1,1
Arizonans are taking Trump as their only choice.,Donald Trump,Arizona,1,1,1
"But let's see what's going to be the results, only time will tell, but Arizonans will be giving a surprisingly landmark victory to Trump.",Donald Trump,Arizona,1,1,1
I spoke to many Trump supporters who said that the border issue was actually their main issue.,Donald Trump,Arizona,0,1,0
This will be my third time voting for Donald Trump.,Donald Trump,Arizona,1,0,1
"Donald Trump, i'm going to vote for Trump.",Donald Trump,Arizona,1,0,1
"That's their problem, he's a businessman.",Donald Trump,Arizona,1,-1,1
People don't like him because he's brash.,Donald Trump,Arizona,1,-1,-1
Who cares: he runs the country.,Donald Trump,Arizona,1,1,1
"That's who we need, look, Trump has his quirks.",Donald Trump,Arizona,1,0,1
"Trump has a lot of issues that I wouldn't prefer, but policies is where I go down.",Donald Trump,Arizona,0,0,0
There was also the anti-Trump factor simply not liking the sort of character who Donald Trump is.,Donald Trump,Arizona,-1,-1,-1
Trump will take to Arizona.,Donald Trump,Arizona,1,1,1
"So now that seems to be on once again, from my understanding, that is the only official debate out of the three that Donald Trump had earlier announced that has been confirmed.",Donald Trump,Arizona,1,0,0
"I mean, this was the demographic that Trump was going after through much of the race.",Donald Trump,Arizona,-1,0,0
"The press conference today from Trump trying to push her into a corner saying, why aren't you out there doing interviews: the speed, it's hard to overstate just how important the messaging over the last five years against Biden was successful.",Donald Trump,Arizona,1,1,1
But I have to tell you that that claim is false because he already put three justices on the Supreme Court who created this reality.,Donald Trump,Arizona,-1,1,-1
