Sentences,Presidential_Candidate,State,Annotator_1,Annotator_2,Annotator_3,Final Annotation,Action
Trump is set to co-host a hurricane relief benefit with Tucker Carlson in Glendale.,Donald Trump,Arizona,1,1,1,1,Keep
"They want to be here, and then quite candidly, Donald Trump, he's driving people to the middle, people like myself that have been longtime Republicans, appointed a judge by two Republican governors, different, you know, the Superior Court and the Court of Appeals, that his positions on this election denial, where it has foundational drive people to the center.",Donald Trump,Arizona,1,1,1,1,Keep
"And in Arizona, Trump has as many as three and a half point lead.",Donald Trump,Arizona,1,1,0,1,Keep
And it is pointing to momentum on the electoral college side heading toward Donald Trump.,Donald Trump,Arizona,1,1,1,1,Keep
"Nevertheless, Trump ended up winning by 3.4%.",Donald Trump,Arizona,1,1,1,1,Keep
"Correcting for 2.5% historical polling error, Trump's lead rises from 0.5% to precisely 3%.",Donald Trump,Arizona,1,1,1,1,Keep
"Based on average of the most recent seven polls by real clear polling, Trump leads by 7.4%.",Donald Trump,Arizona,1,1,1,1,Keep
"With two states to go now, Trump rises above the 270 mark and earns 296 electoral votes, so guaranteeing his victory.",Donald Trump,Arizona,1,1,1,1,Keep
Brand new points suggest that Donald Trump is about to win Arizona in a landslide.,Donald Trump,Arizona,1,1,1,1,Keep
"And compare that even to 2016 where Trump won Arizona, he won it by four points.",Donald Trump,Arizona,1,1,1,1,Keep
"Well, right now they found Trump up by 8%, which is an eight point shift from 2020.",Donald Trump,Arizona,1,1,1,1,Keep
"I just don't see how Trump wins Arizona by this much, but by some miracle loses North Carolina.",Donald Trump,Arizona,1,0,0,0,Keep
"Outside of that, every other pollster except two, which is Bloomberg and Atlas Intel, which we'll get to that in a second, every other pollster has Trump winning Arizona.",Donald Trump,Arizona,1,1,1,1,Keep
And it's not just the polls have Trump up by just one point.,Donald Trump,Arizona,0,1,1,1,Keep
"No, no, the majority of the polls have Trump winning Arizona.",Donald Trump,Arizona,0,1,1,1,Keep
"They have him up by two, even five points in Arizona.",Donald Trump,Arizona,1,0,1,1,Keep
"Meanwhile, CBS news insider advantage, they found Trump up by three.",Donald Trump,Arizona,1,1,1,1,Keep
"So when you factor in what data orbital found, which was Trump plus eight, you're talking about four polls right now that has Trump up by three or more in Arizona.",Donald Trump,Arizona,1,0,1,1,Keep
"Trump plus three and a half, yeah, we have Trump plus three, Trump plus four out of Arizona from, from Atlas Intel, which most people would agree is one of the best pollsters out there.",Donald Trump,Arizona,1,1,1,1,Keep
So that means you have five polls right now that has Trump winning Arizona by at least three points.,Donald Trump,Arizona,1,1,1,1,Keep
They're all showing Trump's up by at least three points to at most eight points.,Donald Trump,Arizona,1,1,0,1,Keep
"Yet you look inside the poll and they have Trump winning independence, which is just crazy because if Trump wins independence in Arizona, he's winning, he's winning the state by five points at a bare minimum.",Donald Trump,Arizona,1,0,1,1,Keep
"Literally every other pollster has Trump up in Arizona by two, three, even five to eight points as of now.",Donald Trump,Arizona,0,1,1,1,Keep
"Now, does this mean Trump's going to win Arizona by like five to six points: i'm not saying that right now, but it's becoming apparent to that Trump's going to win Arizona.",Donald Trump,Arizona,1,1,1,1,Keep
Trump is going to win Arizona if the election was held today.,Donald Trump,Arizona,1,1,0,1,Keep
He's actually winning Arizona by four to five points.,Donald Trump,Arizona,1,1,1,1,Keep
"That's what happened, and there's a good chance that when the wall street journal and the CNN poll, when they're kicked off the average, probably not the CNN poll, but the wall street journal, there's a good chance that when they include Atlas Intel's brand new poll, you're probably talking about Trump plus two, Trump plus three, maybe Trump plus four.",Donald Trump,Arizona,1,1,0,1,Keep
"And that's a stretch, but if there are other good polls for Trump out there in Arizona, there's a chance he could be up by three to four points by election day, which I know sounds crazy because back in 2020, Biden won Arizona.",Donald Trump,Arizona,1,1,1,1,Keep
"So it's crazy to suggest that Trump is not going to just win Arizona, but he's going to win it by like three to four points, which I'm not even saying it's going to for sure happen.",Donald Trump,Arizona,1,1,1,1,Keep
"You have a bunch of polls showing Trump up by three, four, five, seven points in Arizona right now.",Donald Trump,Arizona,0,1,1,1,Keep
But polls are not the only things suggesting that Trump's going to win Arizona by quite a bit.,Donald Trump,Arizona,1,1,1,1,Keep
"We're finding Trump's going to probably win Arizona by like three to four points, maybe by even more.",Donald Trump,Arizona,1,1,1,1,Keep
"If it gets so bad for Democrats, there's a legitimate possibility that Trump could win Arizona by some crazy margin like Trump plus four, Trump plus five, which I'm not saying it's going to happen.",Donald Trump,Arizona,1,1,1,1,Keep
"No, no one should expect that, but if the early voting trends continue and the polls continue trending the way they are, would it really be crazy to suggest that maybe Trump's going to win Arizona by some crazy margin compared to 2020: it's entirely possible.",Donald Trump,Arizona,1,1,1,1,Keep
Now it does make sense because both these polls have Trump winning Arizona by like four to eight points.,Donald Trump,Arizona,1,1,1,1,Keep
"But if Trump really wins Arizona by five, six, seven, eight points, which that's what data orbital is suggesting.",Donald Trump,Arizona,1,1,1,1,Keep
"But if the trends continue and Trump actually wins Arizona by four points, you're talking about 50, 50 race.",Donald Trump,Arizona,1,1,1,1,Keep
"If it's Trump plus five, Carrie Lake is probably the favorite.",Donald Trump,Arizona,1,1,1,1,Keep
"And I still think Ruben Gallego is the favorite, but it's a different story of Trump is really winning by three, four, five points.",Donald Trump,Arizona,1,1,1,1,Keep
"Right now, there's been a bunch of polls out of Arizona showing Trump winning by three, four, five, even eight points.",Donald Trump,Arizona,1,1,1,1,Keep
"And they're both finding Carrie Lake is surging and Trump is having a big margin of victory in Arizona, which is exactly what Lake needed to win.",Donald Trump,Arizona,1,1,1,1,Keep
"But if it really is Trump plus four, Trump plus five, like the polls are showing, she could actually win.",Donald Trump,Arizona,1,1,1,1,Keep
But I still believe that Donald Trump will win Arizona.,Donald Trump,Arizona,1,1,1,1,Keep
But it comes as Trump is facing controversy over connections to conspiracy theories.,Donald Trump,Arizona,-1,-1,-1,-1,Keep
Urging Trump to stay focused on issues like the economy and protecting the border.,Donald Trump,Arizona,0,0,0,0,Keep
"I think the more he can stick to those issues, I think the better off that he is going to be as he goes forward.",Donald Trump,Arizona,1,1,1,1,Keep
"Washington Post reports this quote, the six-month GOP driven review confirmed the accuracy of the results according to a report released last month, but that hasn't silenced Trump who continues to make false claims or those of other Republicans including several Arizona lawmakers on the House Committee.",Donald Trump,Arizona,-1,-1,0,-1,Keep
We saw what happened when Trump supporters tried to stop the certification of the actual accurate results.,Donald Trump,Arizona,-1,-1,1,-1,Keep
"Who won the election in Arizona, Donald Trump? We don't know because the as the audit it demonstrates very clearly Mr. Raskin.",Donald Trump,Arizona,0,0,1,0,Keep
Donald Trump refused to accept the results and unfortunately we have one of the world's great political parties which has followed him off of the ledge of this electoral lunacy.,Donald Trump,Arizona,-1,1,-1,-1,Keep
"Well, I think unfortunately he's speaking for a lot of the Republicans in Arizona, but certainly not for the majority of voters in Arizona.",Donald Trump,Arizona,0,0,1,0,Keep
"That being said, Donald Trump still is in the lead currently in Arizona by 3%, according to this image right here.",Donald Trump,Arizona,0,1,1,1,Keep
Trump got 600 K. So the Democrat firewall was 1.4 million vote advantage going into election day.,Donald Trump,Arizona,-1,-1,-1,-1,Keep
He is currently the betting favorite and it's more so Trump.,Donald Trump,Arizona,1,1,1,1,Keep
Trump is winning it.,Donald Trump,Arizona,1,1,1,1,Keep
"Yeah, i mean, Trump's doing very well, but it is very early voting there.",Donald Trump,Arizona,1,1,1,1,Keep
So the Republican electorate advantage in Arizona in 2020 was around four points and Trump barely lost the state by less than a point.,Donald Trump,Arizona,1,1,0,1,Keep
We've been saying it's about a three and a half point victory in Arizona for Trump.,Donald Trump,Arizona,1,1,0,1,Keep
It's going to be the easiest swing state for either candidate to win is Arizona going for Trump.,Donald Trump,Arizona,1,1,1,1,Keep
"If you get a plus eight Republican electorate advantage, cause it was plus four and Trump barely lost.",Donald Trump,Arizona,1,1,1,1,Keep
"And I know people, a lot of Republicans they're not too fond of Kerry Lake, but if, I mean, listen, there's possible Trump takes us by four and a half.",Donald Trump,Arizona,1,1,0,1,Keep
"That's the forecast right now, you've got five 38 now and their sham model admitting, all right, Trump's going to win.",Donald Trump,Arizona,1,1,1,1,Keep
"It's, you know, it is what it is, but all the betting saying Trump's going to win.",Donald Trump,Arizona,1,1,1,1,Keep
"This is, this is a popular victory for Trump.",Donald Trump,Arizona,1,1,1,1,Keep
Anthony Dewitt still feels like Trump is significantly stronger on economic policy.,Donald Trump,Arizona,1,1,1,1,Keep
"Trump boasting that his three Supreme Court justice picks helped overturn Roe v Wade, giving states the decision on how to handle abortion access, something that panelists Melissa Narves, who is expecting her third child, feels strongly against.",Donald Trump,Arizona,-1,-1,-1,-1,Keep
"He talks great game, but he really doesn't carry through.",Donald Trump,Arizona,-1,-1,-1,-1,Keep
"And it seems like from the presidential politics perspective, Trump just wants to keep talking about it, to keep it alive as an issue.",Donald Trump,Arizona,-1,0,0,0,Keep
And most people don't like Donald Trump's personality.,Donald Trump,Arizona,1,-1,-1,-1,Keep
"They feel like he's kind of a crazy, weird guy.",Donald Trump,Arizona,-1,-1,-1,-1,Keep
"I do think, I mean, this is I just laugh because was it politically craven when Trump was at the border last week, you know what I mean: like everyone's trying to do the same thing.",Donald Trump,Arizona,0,0,0,0,Keep
"Like, what do you make of sort of these polls being all over the place on the presidential level: because of Arizona, I think the general consensus, if you average these things out, is that Trump is ahead by a few points in Arizona.",Donald Trump,Arizona,1,1,1,1,Keep
