Sentence,Candidate,State,Vote 1,Vote 2,Final Sentiment
"And really, I thought there was going to be some correction and maybe there was some slight correction cause Trump went up by about 12 and it's come back down a little bit.",Donald Trump,Pennsylvania,0,0,0
"But nonetheless, you are seeing Trump, this is very healthy.",Donald Trump,Pennsylvania,1,1,1
"Either way, Donald Trump looks really, really good right now, especially in Pennsylvania with that new poll.",Donald Trump,Pennsylvania,1,1,1
"You had a plus three, remember, Trump basically swept all the swing states.",Donald Trump,Pennsylvania,1,0,0
"If you're a Republican, there would have to be a crazy deviation that we haven't seen in over two decades for it to signal a Harris victory because if she wins the popular vote by a point, she's not winning the electoral college even with the recent shifts we're going to that we've seen in New York and possibly Illinois and California and Florida and all of those states are getting more conservative.",Kamala Harris,Pennsylvania,0,1,0
"And we do know that even if Trump wins Pennsylvania by two and a half to three, that's still a close race.",Donald Trump,Pennsylvania,0,1,0
She was three and a half years as VP.,Kamala Harris,Pennsylvania,-1,0,0
She was one of the most unlikable VPs ever.,Kamala Harris,Pennsylvania,-1,0,-1
"He's maintaining a big lead, which I didn't even expect.",Donald Trump,Pennsylvania,1,0,1
"There's been no correction, trump is maintaining a 10 point lead.",Donald Trump,Pennsylvania,0,-1,0
"And I think people just realized that if you factor in all the data in 2016, 2020, you get this new Raspies and pull Trump three plus three in Pennsylvania.",Donald Trump,Pennsylvania,1,0,0
"It's going to be the, this is the best Trump is polling by far.",Donald Trump,Pennsylvania,1,1,1
What was it: nBC that had Harris plus six.,Kamala Harris,Pennsylvania,0,0,0
Now they've got Harris plus two.,Kamala Harris,Pennsylvania,-1,0,0
Trump's winning over 300 electoral votes based on electoral math.,Donald Trump,Pennsylvania,0,1,0
Would you look at that Rasmussen: it bumps Trump up.,Donald Trump,Pennsylvania,1,0,0
"See, once they drop that Bloomberg out, it Trump's going to go up to like a point.",Donald Trump,Pennsylvania,0,1,0
"I'm telling you, but Trump's not sitting plus point three.",Donald Trump,Pennsylvania,1,0,0
Trump sitting plus point three.,Donald Trump,Pennsylvania,1,0,0
They've got Trump up by two.,Donald Trump,Pennsylvania,1,0,0
I'm excited to see Kamala Harris continue that and take that campaign to western Pennsylvania.,Kamala Harris,Pennsylvania,0,1,1
"Does she need to differentiate herself a little bit, show maybe a specific vision that is separate from the work that she had as vice president underneath President Biden: look, she's going to be her own candidate, and she is.",Kamala Harris,Pennsylvania,0,1,0
I saw it in Philadelphia when she and Governor Walz fired up that crowd in Philly.,Kamala Harris,Pennsylvania,0,-1,0
"What's your reaction to that, does she need to do a bit of a better job selling her vision for the economy, does she need to introduce that to voters: she's been our nominee now only for a few weeks, so of course you've got some campaigning to do.",Kamala Harris,Pennsylvania,0,1,0
"And folks know that Vice President Harris has been part of administrations, been standing up for working people and standing up for folks' freedom.",Kamala Harris,Pennsylvania,1,1,1
"That's the job, i think folks saw the way Donald Trump did that job, which is why we kicked him out of office after four years.",Donald Trump,Pennsylvania,-1,0,-1
"Vice President Harris, I am sure, is going to be open with the press.",Kamala Harris,Pennsylvania,0,1,0
So that's the right decision for Vice President Harris to make.,Kamala Harris,Pennsylvania,1,0,0
"And frankly, the fact that she has so strong support from the union movement, from folks in labor, tells you about her values, tells you about who she is as a candidate and why labor is going to be showing up for her in Pennsylvania come November.",Kamala Harris,Pennsylvania,1,1,1
I don't forget the insurrection he tried to lead and failed at leading.,Donald Trump,Pennsylvania,-1,-1,-1
"So no, we're not going back to that, i'm going to do everything I can to make sure that guy never steps foot in the White House again and we're going to deliver a win for Vice President Harris in Pennsylvania.",Kamala Harris,Pennsylvania,0,1,0
"No Republican ever won Erie, and but he did.",Donald Trump,Pennsylvania,0,1,0
"You see the Trump enthusiasm, but even in the city of Pittsburgh, I'm seeing all of these Trump signs in places and neighborhoods they should not be.",Donald Trump,Pennsylvania,-1,0,-1
Donald Trump is increasingly unstable and unhinged by all-time favorite chart and let's listen to Pavarotti sing Ave Maria.,Donald Trump,Pennsylvania,-1,1,-1
He blamed a lack of air conditioning and called for music to be played.,Donald Trump,Pennsylvania,-1,-1,-1
"She had a really sort of burst of momentum, you know, through her coalescing that support through the DNC, the Democratic National Convention where, you know, she officially took officially became the nominee through the debate.",Kamala Harris,Pennsylvania,1,1,1
"Small stuff like 60 Minutes, but also non-traditional podcasts and radio shows, i mean, she's clearly trying to do something to shake the race up.",Kamala Harris,Pennsylvania,0,1,0
"Well, ladies and gentlemen, we are getting some real early voting data this time out of Pennsylvania, Donald Trump flipping a very important county.",Donald Trump,Pennsylvania,1,1,1
And also the fact that I expect Donald Trump to just win independence in Pennsylvania and really all these swing States.,Donald Trump,Pennsylvania,-1,0,-1
"Donald Trump doing so much better in terms of voter registration, early voting, all of the counties compared to what's going on with the Democrats to where they're literally signing artillery shells in a factory in Pennsylvania that are being used to escalate or potential World War three scenario.",Donald Trump,Pennsylvania,1,-1,1
"We're going to get that again, call us racist when we elect Trump.",Donald Trump,Pennsylvania,-1,-1,-1
"Oh, that's great news, trump is doing a rally in Pennsylvania tonight.",Donald Trump,Pennsylvania,1,1,1
So Trump is going to be doing a rally.,Donald Trump,Pennsylvania,1,0,0
He's flipping all these counties.,Donald Trump,Pennsylvania,1,0,0
This is an illustration of why Donald Trump is going to win the state of Pennsylvania.,Donald Trump,Pennsylvania,1,1,1
"Trump is doing better, it's just like Virginia to where all the top counties, they're all Republican and Trump is doing very well in Pennsylvania right now.",Donald Trump,Pennsylvania,1,1,1
"Trump can win the election without even knowing if he won Pennsylvania, if he wins some other important states.",Donald Trump,Pennsylvania,0,1,0
"But even without Pennsylvania and Wisconsin, Trump can still win the election and it can be decided by about 2 a.m. with a call by all the major networks.",Donald Trump,Pennsylvania,0,1,0
"But again, Trump can win the election without Pennsylvania.",Donald Trump,Pennsylvania,0,1,0
"This is going to be better than 2020, so maybe there still is a chance that these states do get called at around two or three a.m. If Trump can win Pennsylvania by two or three points, I think it is possible.",Donald Trump,Pennsylvania,1,1,1
"But either way, right now, Pennsylvania looks very good for Trump.",Donald Trump,Pennsylvania,1,1,1
"The early voting looks very good, he's flipping counties and you've got Democrats, you know, signing artillery shells to be used as an escalation force to trend to World War Three.",Donald Trump,Pennsylvania,1,0,1
"This is not good stuff, the people of Pennsylvania, they see this and they see the attacks that Trump is under.",Donald Trump,Pennsylvania,-1,-1,-1
And that's why they're going to vote for him.,Donald Trump,Pennsylvania,1,0,0
"That's just the reality, we're going to be electing Trump because Trump is looking for a de-escalation of this war.",Donald Trump,Pennsylvania,1,-1,-1
"As Amar Moussa says, Trump is in deep trouble in Pennsylvania.",Donald Trump,Pennsylvania,-1,-1,-1
"If you just want to take a look at Donald Trump's performance in a number of these counties, Donald Trump is significantly underperforming as well in Pennsylvania.",Donald Trump,Pennsylvania,-1,1,-1
"And if you want to take a look at, look at Cumberland, Crawford, Donald Trump underperforming there as well.",Donald Trump,Pennsylvania,0,1,0
Trump is on track.,Donald Trump,Pennsylvania,1,0,0
That's about 30% of the GOP casting a protest vote against Donald Trump.,Donald Trump,Pennsylvania,-1,-1,-1
Trump is not winning Pennsylvania.,Donald Trump,Pennsylvania,-1,-1,-1
He's not winning this country.,Donald Trump,Pennsylvania,-1,-1,-1
"Donald Trump decided to give an interview in with the, the biggest Pennsylvania local media station, Action News.",Donald Trump,Pennsylvania,0,0,0
"When you do that, we'll teach Donald Trump and extreme migrant Republicans a valuable lesson.",Donald Trump,Pennsylvania,-1,0,-1
He calls her maggot Hagerman.,Donald Trump,Pennsylvania,-1,0,-1
And Trump says maggot Hagerman of the failing New York Times falsely reported that I was disappointed with the crowds.,Donald Trump,Pennsylvania,-1,-1,-1
"The beginning paragraph here in this article says when Vice President Kamala Harris ruled out her economic agenda, she went to Pittsburgh.",Kamala Harris,Pennsylvania,0,0,0
"When she unveiled her running mate, she went to Philly.",Kamala Harris,Pennsylvania,0,0,0
"Large population of black voters who Dems need to mobilize has fast-growing, highly educated, mostly white suburbs outside of Philadelphia and Pittsburgh, where Republicans have been bleeding support in the Trump years.",Donald Trump,Pennsylvania,0,1,0
We saw previously that we played here on the show about how the poor areas of Philadelphia are actually swinging at Trump.,Donald Trump,Pennsylvania,0,-1,0
"At the same time, Trump is such a unique figure that he's so much better and more appealing to Republican voters or even swing voters than in Oz or in a, or even a Dave McCormick, if you look at how much more he's running ahead of him, that maybe he's the only guy left in America who could still win of the state of Pennsylvania as a Republican.",Donald Trump,Pennsylvania,1,1,1
"And that's what helped Trump to spin his tails about how the election was stolen in, you know, Philadelphia, blah, blah, blah.",Donald Trump,Pennsylvania,0,-1,-1
"The other thing to point out about Pennsylvania is, you know, Trump just had his giant rally in Butler, Pennsylvania with Elon Musk.",Donald Trump,Pennsylvania,0,0,0
"New York Times interviewed some local supporters who were really energized, inspired by, you know, his reaction in that moment and decided, you know, not only am I gonna vote for him, I'm gonna volunteer, I'm gonna be a like precinct captain or whatever.",Donald Trump,Pennsylvania,1,1,1
"There have been a number of events, Harris interviews.",Kamala Harris,Pennsylvania,0,1,0
"A month ago, Harris was actually above water, as they say, 48 percent favorable and 45 percent negative a month ago.",Kamala Harris,Pennsylvania,0,-1,0
