Sentence,Presidential_Candidate,State
"Vice President Harris, well, she's going to Michigan this week, a lot towards the campaign.",Kamala Harris,Michigan
"She said to visit Detroit on Tuesday, where she will sit for a live interview with Charlamagne the God on the Breakfast Club.",Kamala Harris,Michigan
"She'll hit several more cities across the state on Friday before heading back to Detroit on Saturday, when the state kicked off its early voting period.",Kamala Harris,Michigan
They have to see the real Kamala Harris.,Kamala Harris,Michigan
And we need to make sure that they're hearing Donald Trump talk about internment camps.,Donald Trump,Michigan
"But we've got to make sure we're getting into Lansing and Flint, talking to those African-American men over in the Combe County, which Donald Trump is working hard.",Donald Trump,Michigan
"And I keep saying this, like, Kamala Harris, be Kamala Harris.",Kamala Harris,Michigan
I'm on the board of the group that Donald Trump spoke to on Thursday.,Donald Trump,Michigan
"What he says is outrageous, but he speaks with passion, and people connect with him.",Donald Trump,Michigan
We've got to let her be seen.,Donald Trump,Michigan
People want to know they know her.,Donald Trump,Michigan
"I think people miss that Donald Trump's mail was as strong on the ground as it's been, and he's mailing into Democratic areas.",Donald Trump,Michigan
"Trade again, i'm here, i see Joe Biden have a lot of the same dealings that Donald Trump's talking about on trade.",Donald Trump,Michigan
Why is Michigan a battleground state: trump has cut into a lot of that Democratic support.,Donald Trump,Michigan
"And frankly, that's a good question, even before Trump came around, you began to see the Democratic Union vote slipping away a little bit.",Donald Trump,Michigan
"But in Michigan last night where Nikki Haley was able to spend some resources, but not as many as she did, like in South Carolina, I've said from the beginning, you need to start seeing President Trump get to 70 to 75%.",Donald Trump,Michigan
"So on Super Tuesday, that's that key number, and that's about where he got last night.",Donald Trump,Michigan
"Yeah, at this point I don't see how he does it.",Donald Trump,Michigan
But I think what you're finding is the coalition that was built by Joe Biden to defeat Donald Trump four years ago is not tightly knit together.,Donald Trump,Michigan
"I mean, Michigan is one of those states that went to Trump in 2016.",Donald Trump,Michigan
"They don't want the simple message that Donald Trump is awful, which he is.",Donald Trump,Michigan
We understand what he represents.,Donald Trump,Michigan
"And if we recall the 2016 election, it wasn't that Donald Trump beat Hillary Clinton by roughly 11000 votes in Michigan in 2016.",Donald Trump,Michigan
"And so then the question becomes, what if Mr. Trump wins and all the things that you have supported and worked for and care about are undone, how will you answer that: i am doing all that I can to prevent Donald Trump from being reelected.",Donald Trump,Michigan
"And so if we can uphold that value and heed the concerns of Americans from coast to coast, we can work collectively to rebuild the coalition to prevent the reelection of Donald Trump.",Donald Trump,Michigan
"That's why you see a muddy draw out from the uncommitted national movement on messaging, because we understand what Donald Trump represents.",Donald Trump,Michigan
And Trump is promising a Michigan miracle if he's elected.,Donald Trump,Michigan
"Leaders of the uncommitted national movement announced last week they will not endorse the vice president, but urge their supporters to not vote for Trump.",Donald Trump,Michigan
"The mayor says he told former President Trump he'd like him to visit Hamtramck, and that he expects the campaign to set up an office in the city to ramp up their ground game over the next six weeks.",Donald Trump,Michigan
"They weren't even really, they're practically children when he was president.",Donald Trump,Michigan
"But nonetheless, it's a very strong indication that that animus that was supposed to be held by young people versus Donald Trump, I think it's bogus.",Donald Trump,Michigan
"If the election were held today, David, Liz, Donald Trump is your 47th president for this reason.",Donald Trump,Michigan
"If Michigan goes to Donald Trump, he will win.",Donald Trump,Michigan
And two groups are going to put him over the line.,Donald Trump,Michigan
"45 point drop, if this holds, you're looking at electoral landslide for Donald Trump.",Donald Trump,Michigan
"But if you look at polling like the Economist does, every income bracket you go up favors Biden more, and as you go down, it favors Donald Trump.",Donald Trump,Michigan
"He is the candidate of the elites, and Trump is definitely the blue collar.",Donald Trump,Michigan
"It's not a trial, but the move to disqualify Fawny Willis from the trial against Donald Trump.",Donald Trump,Michigan
"Roll tape, do you think it started before she hired him, you see that: all right, you could barely hear it, but he said, dang.",Donald Trump,Michigan
"Which means, essentially he was set up, he said something that wasn't true.",Donald Trump,Michigan
"He finally reads a text that suggests that it's not true, and he has to, it was like, you got me.",Donald Trump,Michigan
"And by most accounts, Trump's dysfunction is getting weirder and more repulsive.",Donald Trump,Michigan
"That's unbelievable, i had to say it, palmer's daughter is telling reporters that Trump's vulgar ramblings were an unfortunate way to remember her dad.",Donald Trump,Michigan
She added her father disliked Trump was appalled by Trump's lack of civility and didn't like it when people were nasty and rude.,Donald Trump,Michigan
But nastiness is Donald Trump.,Donald Trump,Michigan
"Get the hell out of here, well, that was the same message a Trump supporter delivered to his McDonald's restaurant customers over the weekend.",Donald Trump,Michigan
"The local owner closed the fast food restaurant so he, his staff, Donald Trump and a few Trump supporters could stage this photo op.",Donald Trump,Michigan
She never worked at McDonald's.,Kamala Harris,Michigan
She says she did.,Kamala Harris,Michigan
"That is actually close to 80, clearly though, Donald Trump is trying to deflect perceptions that his age is catching up with him.",Donald Trump,Michigan
Trump reacted by wandering aimlessly around the stage for 16 minutes.,Donald Trump,Michigan
One of them told RSBN that Kamala Harris is not religious and faithful enough.,Kamala Harris,Michigan
"I think she better get on her hands and her knees and start crying out to the one and true living God because if not, she's gonna meet her maker real quick.",Kamala Harris,Michigan
"She shouldn't run, this is a man's world.",Kamala Harris,Michigan
And that is why that Donald Trump is the one that we need at this moment.,Donald Trump,Michigan
Donald Trump is needed because our nation should be run like a business and this is a man's country.,Donald Trump,Michigan
That Trump supporter may be correct.,Donald Trump,Michigan
I saw her naked and her breasts were amazing.,Kamala Harris,Michigan
"Do you think America would let that pass, would more than 40% of the electorate still cast a ballot for a woman candidate who spoke so crudely: and yet for Donald Trump, the vulgar and classist remarks happen literally every day.",Donald Trump,Michigan
"Thankfully, polls show a growing number of Americans are sick of Donald Trump, tired of his antics, and see right through the constant stream of staged frauds.",Donald Trump,Michigan
