Sentence,Presidential_Candidate,State,Vote_1,Vote_2,Final_Sent
"And do you really think that Harris is going to do better than Joe Biden by nearly two points in the state of Pennsylvania, current Harris compared to Biden in 2020: the answer is probably not.",Kamala Harris,Pennsylvania,0,1,0
You would probably anticipate Donald Trump to do better.,Donald Trump,Pennsylvania,-1,0,-1
"Trump is done, but now Donald Trump leads in Pennsylvania.",Donald Trump,Pennsylvania,1,0,0
"That's a hundred percent true, but the one thing that we do know is that Donald Trump is the favorite in Pennsylvania.",Donald Trump,Pennsylvania,0,1,0
"And I know there's a myth out there that'll say, well, Donald Trump is only polling so well because right-leaning pollsters, they say, are flooding the zone.",Donald Trump,Pennsylvania,-1,0,-1
"And when it comes to a state like Pennsylvania where Trump is expanding his lead, it's just common sense.",Donald Trump,Pennsylvania,0,1,0
"Use your common sense, do you think that Kamala Harris is going to do as well with these white working class voters, you know, compared to somebody like Joe Biden: of course not.",Kamala Harris,Pennsylvania,-1,0,-1
"There's even an argument to be made, she may not do as well as somebody like Hillary, you know, who did very poorly with these people.",Kamala Harris,Pennsylvania,0,-1,-1
You could easily see Donald Trump make massive gains.,Donald Trump,Pennsylvania,0,1,1
"And even if he does lose some with, you know, white college educated voters, he loses some of these supporters.",Donald Trump,Pennsylvania,0,-1,-1
He's likely set to gain some.,Donald Trump,Pennsylvania,0,1,0
"We could debate how much, but he's likely to gain some.",Donald Trump,Pennsylvania,0,1,0
He's likely to gain with Hispanic voters as well.,Donald Trump,Pennsylvania,0,1,1
"And when you look at these polls, even some of the Bellwether polls, oh, Trump is up in Erie.",Donald Trump,Pennsylvania,1,0,0
He's up in Northampton.,Donald Trump,Pennsylvania,0,0,0
But is it possible that he does well enough: it's absolutely possible.,Donald Trump,Pennsylvania,0,1,1
"She's not exactly getting it, even if she's improving slightly.",Kamala Harris,Pennsylvania,-1,1,-1
"And I don't even think Harris is really that strong of a candidate when it comes to these like, you know, millennial men, for example, which, you know, typically when they grow up as well, they're going to be, you could argue, moving to the right.",Kamala Harris,Pennsylvania,-1,1,-1
"When you hear Trump talk about the enemy from within, what do you hear: i hear echoes of Victor Orban, of Vladimir Putin, of Nicholas Maduro.",Donald Trump,Pennsylvania,0,-1,-1
"And he's already done the first two, and now he's coming after the third, which is toÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã‚Âinstead of us being opponents, he's calling us enemies.",Donald Trump,Pennsylvania,0,-1,-1
"One is that Vice President Harris has been very intentional from the start of this campaign to treat every single voting cohort with the respect they are due, meaning she does not take anyone for granted and she has worked hard to cultivate and curate policies that speak to their needs.",Kamala Harris,Pennsylvania,1,1,1
"Access to capital is one of the strongest barriers to starting your own small business, and he will eliminate that.",Donald Trump,Pennsylvania,0,1,0
What he has said and what he will do is return us to a time when young black men are walled off from opportunity.,Donald Trump,Pennsylvania,-1,1,-1
"Now, what he is willing to do is to lie about his intentions.",Donald Trump,Pennsylvania,-1,0,-1
"And if you listen to his lies, it's like listening to Santa Claus.",Donald Trump,Pennsylvania,-1,-1,-1
She's saying we have not done everything we need to.,Kamala Harris,Pennsylvania,-1,0,-1
But she has a plan to address those challenges.,Kamala Harris,Pennsylvania,0,1,0
Her willingness to speak directly to a community is a sign of respect.,Kamala Harris,Pennsylvania,1,1,1
"And with Harris only recently becoming the Democratic nominee, voters say they want to hear more about her policy proposals.",Kamala Harris,Pennsylvania,0,1,0
"On Capitol Hill, Trump allies advised him to steer clear of personal attacks.",Donald Trump,Pennsylvania,0,-1,0
"I think President Trump would be wise to explain how he would change the country, stay away from the personal stuff, talk about policy differences.",Donald Trump,Pennsylvania,0,1,0
"If Trump wins, he's always anti, you know, like kick, let's kick everybody out and build a brick wall.",Donald Trump,Pennsylvania,-1,0,-1
They also said Trump knows Pennsylvania voters better than her.,Donald Trump,Pennsylvania,0,1,0
He understands the issues that they are facing.,Donald Trump,Pennsylvania,1,0,0
He supported our energy independence.,Donald Trump,Pennsylvania,1,1,1
He supported good paying energy jobs in the fracking industry here in Pennsylvania.,Donald Trump,Pennsylvania,1,1,1
Vice President Kamala Harris tells union workers in Pittsburgh she'll oppose the sale of U.S. Steel.,Kamala Harris,Pennsylvania,0,0,0
"But he also criticized her Republican opponent this fall, arguing that former President Donald Trump would be more likely to cross a picket line than to join one.",Donald Trump,Pennsylvania,0,-1,-1
Meantime Harris used the joint campaign appearance to say U.S. Steel should remain domestically owned.,Kamala Harris,Pennsylvania,0,0,0
Harris' remarks concur with the White House's months-long opposition to the company's planned sale to Nippon Steel of Japan.,Kamala Harris,Pennsylvania,0,0,0
"Former President Donald Trump, the Republican nominee, is scheduled to be sentenced in his New York hush money case on the 18th.",Donald Trump,Pennsylvania,0,0,0
"Zooming out, Harris has a slight edge nationally.",Kamala Harris,Pennsylvania,0,0,0
"Over the weekend, there was another scare near a Trump rally, this time in California.",Donald Trump,Pennsylvania,0,-1,0
"Major, this will be Harris' eighth visit in western Pennsylvania.",Kamala Harris,Pennsylvania,0,0,0
"Why do I emphasize that: because western Pennsylvania and its political proclivities are more like Wisconsin and Michigan, both also very important to the Harris Electoral College map.",Kamala Harris,Pennsylvania,0,1,0
And there are counties around Allegheny County that Trump carried.,Donald Trump,Pennsylvania,0,0,0
And Harris unveiled a new policy aimed at helping black men.,Kamala Harris,Pennsylvania,1,1,1
"The Harris campaign is trying to make that overall health, fitness, mental acuity argument a subtext to this campaign.",Kamala Harris,Pennsylvania,0,-1,0
"So Anthony, we just spoke with major about the push from the Harris campaign to court, particularly black male voters.",Kamala Harris,Pennsylvania,0,0,0
"Yeah, a lot of people say and feel they're still increasing, but Trump voters much more so.",Donald Trump,Pennsylvania,0,1,0
"For Trump voters, a majority say they feel that efforts to promote gender equality have been going too far.",Donald Trump,Pennsylvania,-1,0,-1
"Look, I want to see Kamala Harris deliver her vision for a future for all Americans, particularly for young Americans.",Kamala Harris,Pennsylvania,0,1,1
I'm super proud to cast my first ever ballot for President Trump.,Donald Trump,Pennsylvania,1,1,1
"Right now, inflation and prices are up, wages and savings are down under the disastrous policies of Kamala Harris and Joe Biden.",Kamala Harris,Pennsylvania,-1,-1,-1
"And so a vote for President Trump is a vote for affordability, prosperity, and the American dream for my generation.",Donald Trump,Pennsylvania,1,1,1
"Ryan, what do you think they need to hear on Tuesday, that undecided voter: i think they need to hear, at least from President Trump, how he's going to turn the economy around.",Donald Trump,Pennsylvania,0,-1,0
"How is President Trump going to deliver: and I think if he articulates his message well, he stays on point.",Donald Trump,Pennsylvania,0,1,1
Trump's abortion bans are going into implementation state after state.,Donald Trump,Pennsylvania,-1,0,-1
"I mean, from my perspective, it seemed like he's hands on with a lot of things.",Donald Trump,Pennsylvania,0,1,0
"This matters more than anything right now, the stakes of this election with the statement being made by Donald Trump, I felt like I had to be here.",Donald Trump,Pennsylvania,0,1,0
"And what would you hope to take away from this whole situation after the rally is all said and done: well, I think the reason Trump is here is show strength, that he will not be chased away.",Donald Trump,Pennsylvania,0,1,0
I've had people criticize Donald Trump.,Donald Trump,Pennsylvania,0,-1,-1
Donald Trump was just a good president and he's the best president of my lifetime.,Donald Trump,Pennsylvania,1,1,1
"And the bar was really low, but I like Donald Trump.",Donald Trump,Pennsylvania,0,1,0
I think he's a good guy.,Donald Trump,Pennsylvania,1,1,1
I think he's got character defects.,Donald Trump,Pennsylvania,0,-1,-1
He's the right guy for the job.,Donald Trump,Pennsylvania,1,0,1
"So if there's an individual that is on the fence and they don't know who to vote for because they've been listening to the internet and online and seeing joy, happiness, vibes, all that type of stuff, what would you tell them to sway them to vote for the right person: i told my buddy, he said, I'll never vote for Donald Trump.",Donald Trump,Pennsylvania,0,1,0
"And now they're saying Trump is the worst, but Trump has surrounded himself by really good people today.",Donald Trump,Pennsylvania,-1,0,-1
"So please, if you don't like Donald Trump, totally get it.",Donald Trump,Pennsylvania,-1,0,-1
"So Libby, let's talk about Donald Trump.",Donald Trump,Pennsylvania,0,0,0
"But the Trump campaign is calling it, quote, a love fest.",Donald Trump,Pennsylvania,0,1,0
"And what this was supposed to be was a town hall moderated by Christy Noem, where Trump was answering questions from voters in Pennsylvania.",Donald Trump,Pennsylvania,0,0,0
"But last night, definitely more bizarre Trump event that we've seen this election cycle.",Donald Trump,Pennsylvania,-1,0,-1
I wonder if the Trump campaign has responded to the vice president's use of his own words at her rallies to rally voters to her cause.,Donald Trump,Pennsylvania,0,0,0
"Vice President Kamala Harris is saying, listen to the former president's words, let them speak for himself.",Kamala Harris,Pennsylvania,0,0,0
"They think that he can dig his own hole, if you will.",Kamala Harris,Pennsylvania,0,0,0
He'll be watching and trying to make sure that there's no efforts to overturn the election again.,Donald Trump,Pennsylvania,0,0,0
Harris is underperforming with them.,Kamala Harris,Pennsylvania,-1,0,-1
Harris is also underperforming against minority voters.,Kamala Harris,Pennsylvania,-1,0,-1
But it seems that that post-debate bump that a lot of analysts expected that she would have is pretty much gone now.,Kamala Harris,Pennsylvania,0,1,0
"Now I should mention, Donald Trump recently posted on Truth Social.",Donald Trump,Pennsylvania,0,1,0
He just did the other day on the Team Trump Facebook page.,Donald Trump,Pennsylvania,0,0,0
